editonNo,Team Name,Player ID,Player Name,Role,Batting Style,Bowling Style,Nationality,DOB,IPL Debut,Matches,Runs,WIckets,Image
2012,chennai-super-kings,24,Faf du Plessis,Batter,Right-handed,Right-arm Leg Spin,South African,13-Jul-84,2012,116,3403,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/24.png
2012,chennai-super-kings,25,Dwayne Bravo,All-rounder,Right-handed,Right-arm Medium Fast,West Indian,7-Oct-83,2008,161,1560,183,https://assets.iplt20.com/ipl/IPLHeadshot2022/25.png
2012,chennai-super-kings,26,Albie Morkel,All-rounder,Left-handed,Right-arm Medium Fast,South African,10-Jun-81,2008,91,974,85,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/26.png
2012,delhi-capitals,45,Virender Sehwag,Batter,Right-handed,Right-arm Off-spin,Indian,20-Oct-78,2008,104,2728,6,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/45.png
2012,delhi-capitals,52,Naman Ojha,Wicketkeeper Batter,Right-handed,,Indian,20-Jul-83,2009,113,1554,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/52.png
2012,delhi-capitals,64,Yogesh Nagar,All-rounder,Left-handed,Right-arm Off-spin,Indian,6-Jan-90,2009,24,263,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/64.png
2012,delhi-capitals,282,Glenn Maxwell,All-rounder,Right-handed,Right-arm Off-spin,Australian,14-Oct-88,2012,110,2319,28,https://assets.iplt20.com/ipl/IPLHeadshot2022/282.png
2012,delhi-capitals,283,Gulam Bodi,,Left-handed,,South African,4-Jan-79,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2012,delhi-capitals,167,Aaron Finch,Batter,Right-handed,Left-arm Orthodox,Australian,17-Nov-86,2010,92,2091,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/167.png
2012,delhi-capitals,169,Morne Morkel,Bowler,Left-handed,Right-arm Fast,South African,6-Oct-84,2009,70,126,77,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/169.png
2012,delhi-capitals,170,David Warner,Batter,Left-handed,Right-arm Leg Spin,Australian,27-Oct-86,2009,162,5881,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/170.png
2012,delhi-capitals,172,Kevin Pietersen,Batter,Right-handed,Right-arm Off-spin,English,27-Jun-80,2009,36,1001,7,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/172.png
2012,delhi-capitals,46,Aavishkar Salvi,Bowler,Left-handed,Right-arm Medium Fast,Indian,21-Oct-81,2009,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/46.png
2012,delhi-capitals,47,Ajit Agarkar,Bowling All-rounder,Right-handed,Right-arm Medium Fast,Indian,4-Dec-77,2008,38,179,29,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/47.png
2012,delhi-capitals,175,Mahela Jayawardene,Batter,Right-handed,Right-arm Medium,Sri Lankan,27-May-77,2008,80,1802,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/175.png
2012,delhi-capitals,176,Doug Bracewell,Bowler,Left-handed,Right-arm Medium,New Zealander,28-Sep-90,2012,1,12,3,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/176.png
2012,delhi-capitals,49,Irfan Pathan,All-rounder,Left-handed,Left-arm Medium Fast,Indian,27-Oct-84,2008,103,1139,80,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/49.png
